loading	Gene.name
ENSG00000100865	0.0133221863256033	CINP
ENSG00000067840	-0.0133213275588008	PDZD4
ENSG00000255302	-0.0133159603458703	EID1
ENSG00000170615	-0.0133146285471425	SLC26A5
ENSG00000071054	0.0133135085733258	MAP4K4
ENSG00000203785	0.0133120897499882	SPRR2E
ENSG00000123609	0.0133116077435486	NMI
ENSG00000134070	0.013311488293349	IRAK2
ENSG00000164032	0.0133098497620622	H2AZ1
ENSG00000197785	0.0133090394302821	ATAD3A
ENSG00000160766	0.0133085717100051	NA
ENSG00000197622	0.0133084053125752	CDC42SE1
ENSG00000167207	0.0133059407440065	NOD2
ENSG00000136689	0.0133056904044886	IL1RN
ENSG00000275011	0.0133032581832023	ALOXE3P1
ENSG00000155099	-0.0133001115841949	PIP4P2
ENSG00000176928	0.0133000214039973	GCNT4
ENSG00000169252	-0.0132993286381055	ADRB2
ENSG00000166869	-0.0132986071978426	CHP2
ENSG00000158786	0.0132986032189393	PLA2G2F
ENSG00000143621	0.0132980401122524	ILF2
ENSG00000128739	-0.013297917503948	SNRPN
ENSG00000048140	0.0132977063087603	TSPAN17
ENSG00000134308	0.013296596536516	YWHAQ
ENSG00000177051	0.013295623237005	FBXO46
ENSG00000163739	0.013293593343873	CXCL1
ENSG00000100453	0.0132930714907772	GZMB
ENSG00000111786	0.0132887405709449	SRSF9
ENSG00000132313	0.0132881885995656	MRPL35
ENSG00000156284	-0.0132823215397966	CLDN8
ENSG00000165480	0.0132810095601323	SKA3
ENSG00000203722	0.013280989140259	RAET1G
ENSG00000171488	-0.0132795987203701	LRRC8C
